0,都護治/烏壘,84.94244128794278,42.01922811349436
0,高昌壁,88.38996974255468,44.0316483973009
0,西且彌,91.71345651641946,44.26553152519763
0,且末,84.83954814477563,37.62142599994246
0,卑陸後,90.83999455628592,44.602040239058496
0,休循,72.01320243483933,49.30014389593864
0,單桓,92.72093833312769,44.4722417429226
0,焉耆,84.90753033037532,43.593276068850365
0,山,85.62220235303185,43.98861481452533
0,溫宿,80.29114457207096,45.47038182023382
0,渠犁,85.22590333227312,43.24454941504662
0,烏孫,77.60812774996332,46.77213677580532
0,蒲類,88.441368643543,43.16416177156365
0,車師後,90.86359312311431,43.5969421710449
0,于闐,78.41955941224366,39.566849189455645
0,扜彌,80.02979101799227,38.804063835199614
0,尉頭,79.61775482922484,46.48664372326915
0,烏貪訾離,100.26832852557769,45.47530786797887
0,車師後城長,90.80496543542743,43.391508225658406
0,捐毒,73.24908809867416,48.786922232308754
0,精絕,82.07925818921157,38.16115551274116
0,劫,90.53454505298639,44.12225214589489
0,尉犁,84.9854157624065,43.17951563645586
0,郁立師,91.40950849622496,43.375444628894954
0,卑陸,90.89791125780896,43.79475394801001
0,蒲類後,88.67872936875412,42.17617696740112
0,鄯善,87.65694887557568,39.17040754834679
0,皮山,77.15444357547851,40.613401045743075
0,狐胡,88.7570760509917,43.993692847608344
0,東且彌,89.53872104138982,44.10597597704521
0,疏勒,75.28764385872867,43.84363199997332
0,車師前,88.39675583732635,43.962202253506945
0,莎車,76.1276564438165,41.82292259198264
0,姑墨,81.38126184899072,44.80679434517274
0,龜茲,83.56202641337418,42.85123289553045
1,都護治/烏壘,84.95694907928328,42.02226898921562
1,高昌壁,88.50521582575946,43.89226248820412
1,西且彌,91.74471188223659,43.60355881828252
1,且末,84.84009853190845,37.62633117898541
1,卑陸後,90.96486983516523,44.07113299725667
1,休循,72.74378643084184,49.9576008301289
1,單桓,92.78013905245196,43.61678906279008
1,焉耆,84.9690952039941,43.6076680625982
1,山,85.68887792502213,44.005805245807366
1,溫宿,80.32623937740964,45.48125543097335
1,渠犁,84.75847039232622,43.25420387243392
1,烏孫,78.02751004677738,47.10561542220842
1,蒲類,88.43229014699753,44.764341076600275
1,車師後,91.02933071029217,43.184351275083124
1,于闐,78.42498996174729,39.59664201739353
1,扜彌,80.01287365974969,38.825800802840526
1,尉頭,78.79470895965517,45.79518154716335
1,烏貪訾離,100.26942293231257,43.33688475756544
1,車師後城長,90.99070091686316,43.39051088789813
1,捐毒,73.9178258850934,49.3724375486327
1,精絕,82.04531230569796,38.14402854718274
1,劫,90.5348800003174,43.6463681585324
1,尉犁,85.00104658818753,43.18518059978764
1,郁立師,91.02572642197613,42.73764092646174
1,卑陸,90.81075560821287,43.28121711144314
1,蒲類後,88.55743528920375,45.776268550599575
1,鄯善,87.64297536043775,39.16778424765673
1,皮山,77.1612393825505,40.63873787240506
1,狐胡,88.82697672203669,43.98398851810478
1,東且彌,89.6111333882843,43.899104484030794
1,疏勒,75.33527059931481,43.84535292059868
1,車師前,88.47113258462156,43.97681368797891
1,莎車,76.08520321632868,41.83073745634962
1,姑墨,81.42724187466048,44.82923824479356
1,龜茲,83.56332093288584,42.84818144209694
2,都護治/烏壘,84.94925997348555,42.016507635478774
2,高昌壁,88.39941843800348,43.898875139068565
2,西且彌,91.64336302789299,43.57710482083507
2,且末,84.85294976579523,37.62478795640973
2,卑陸後,90.20754784413978,42.70504124719752
2,休循,72.12357467489653,49.39329204841173
2,單桓,92.65476057126023,43.73945497502249
2,焉耆,84.92611177443415,43.593657748726855
2,山,85.63388976451249,43.99357549111023
2,溫宿,80.33215149726692,45.47653186086264
2,渠犁,84.76011748517459,43.24878864557561
2,烏孫,77.66089573608348,46.79342773800284
2,蒲類,88.4654870733079,44.76809751527467
2,車師後,90.99621441250636,43.25503130408398
2,于闐,78.42553573081216,39.568804864622685
2,扜彌,80.0436906386797,38.79880182687787
2,尉頭,79.66610645781806,46.49315054020504
2,烏貪訾離,100.09720754209107,44.8276225139924
2,車師後城長,90.90966222872666,43.45806080132419
2,捐毒,73.349709705614,48.863603920727456
2,精絕,82.0917799613247,38.142707245633396
2,劫,90.18597171161483,43.23232926225472
2,尉犁,84.9890655174117,43.18214459338392
2,郁立師,91.45236890930087,42.95207698789044
2,卑陸,90.75511311418616,43.1941045795888
2,蒲類後,88.69987130240246,45.7607615036369
2,鄯善,87.6505926765101,39.17329492400436
2,皮山,77.13648351061566,40.62386219650966
2,狐胡,88.77540667541415,43.987197544212265
2,東且彌,89.4866328508248,43.737407494375724
2,疏勒,75.29151658355967,43.838033933901876
2,車師前,88.41191245378572,43.97380674528961
2,莎車,76.05137755635751,41.81315039551086
2,姑墨,81.39708280529864,44.8012906581079
2,龜茲,83.56601747615014,42.83986011977943
3,都護治/烏壘,84.94435380935279,42.01231776744501
3,高昌壁,88.45605213843197,43.90572000942993
3,西且彌,91.79337276586475,43.963399538918516
3,且末,84.81792640587084,37.67768682927103
3,卑陸後,90.99023992192672,44.2240120663729
3,休循,72.92778727156099,50.113160874947596
3,單桓,92.81194553939982,44.120844115751474
3,焉耆,84.96763545854489,43.60142112275638
3,山,85.6768547295589,44.00500841853428
3,溫宿,80.32730982718056,45.48651149987136
3,渠犁,85.28575247760021,43.215917808405734
3,烏孫,78.06985008227535,47.139868082007425
3,蒲類,88.38852046370353,44.771081549744764
3,車師後,90.97420075312547,43.29669138280205
3,于闐,78.38543243093783,39.592713647081226
3,扜彌,80.00831066101698,38.82183994090498
3,尉頭,78.8013339927378,45.817803138830136
